unique_id::uuid.UUID                 mass::numpy.float64 spin::numpy.float64 spin_angle::numpy.float64 orb_a::numpy.float64 orb_inc::numpy.float64 orb_ecc::numpy.float64 orb_ang_mom::numpy.float64 orb_arg_periapse::numpy.float64 migration_velocity::numpy.float64 parent_unique_id_1::uuid.UUID        parent_unique_id_2::uuid.UUID        gen::numpy.int64 gw_freq::numpy.float64 gw_strain::numpy.float64 mass_1::numpy.float64 orb_a_1::numpy.float64 spin_1::numpy.float64 spin_angle_1::numpy.float64 gen_1::numpy.int64 mass_2::numpy.float64 orb_a_2::numpy.float64 spin_2::numpy.float64 spin_angle_2::numpy.float64 gen_2::numpy.int64 bin_sep::numpy.float64 bin_ecc::numpy.float64 bin_orb_a::numpy.float64 bin_orb_ang_mom::numpy.float64 bin_orb_inc::numpy.float64 bin_orb_ecc::numpy.float64 time_to_merger_gw::numpy.float64 flag_merging::numpy.int64 time_merged::numpy.float64 
ce86925b-cb50-4bf6-8b9e-30392b4c2660 25.318150062584717  0.3221740055380412  2.4377423240887803        4516.4105106998695   0.0                    0.0                    0.0                        0.0                             0.0                               607168f9-6542-4f3f-a942-051b7effbf3f fdfbfd2a-a11a-4655-8fee-eecaceb9f079 1                1.4610413285286947e-23 1.0204687320082485e-46   25.318150062584717    4516.4105106998695     0.3221740055380412    2.4377423240887803          1                  10.384030156623934    4536.877841061069      0.31436893687096445   1.5285174541606694          1                  87344577641.1691       1.1622646654223962e-12 4522.363462995538        1.0                            13.828572186954926         0.011000000000000001       5.965278337353944e+64            0                         0.0                       
8d511bc6-28d9-41c1-a602-58e903166f14 14.060375426490692  0.8109255066791948  0.0                       14466.422700080826   0.0                    0.0                    0.0                        0.0                             0.0                               13e9852d-feeb-453a-aa64-1bd0da07bfb7 c9631a40-6f87-427b-8cf5-77d4d8796bd5 2                2.792027796291173e-10  2.182044542988417e-31    14.060375426490692    14466.422700080826     0.8109255066791948    0.0                         2                  11.437606490546225    14511.274526676172     0.284381642515221     2.1257094004338466          1                  109.22820959132906     0.002899731468351433   14486.541843025116       1.0                            9.697079974600097          0.013310000000000002       3.339312471818181e+29            0                         0.0                       
86be7c0e-04c3-45c9-b2ea-907126009bc6 11.053601289453558  0.1778913060967188  1.42303808968943          13798.89302771253    0.0                    0.0                    0.0                        0.0                             0.0                               8fcdf423-597b-41e6-9961-6ed1a781e721 16d4b776-52b8-4c93-992a-120e8ef69dc0 1                7.62032084949103e-11   5.222169943823287e-32    11.053601289453558    13798.89302771253      0.1778913060967188    1.42303808968943            1                  16.194305771161947    13847.879744972437     0.2035996762174481    2.498111140515333           1                  265.40447949710347     0.019404066509349883   13828.007406158831       1.0                            7.722643069615844          0.011000000000000001       9.762110999182714e+30            0                         0.0                       
b29be7b1-ec0e-451e-a293-ad0ded218a28 38.06274954936549   0.26199062772762344 2.144007889765066         21376.530539756117   0.0                    0.0                    0.0                        0.0                             0.0                               e0eea07b-6ac6-4a9b-a37c-28057c8b0d47 d0592922-94f2-45dd-b314-017e3b15fe72 1                6.088765138315155e-12  8.017569841337511e-33    38.06274954936549     21376.530539756117     0.26199062772762344   2.144007889765066           1                  17.45599433599778     21487.704064810558     0.19319919126455393   0.5567006864491186          1                  1813.7319334097126     0.01735983988926761    21411.48530075846        1.0                            3.685584044235859          0.011000000000000001       2.816641026058007e+33            0                         0.0                       
d3881861-ebfc-4d11-852d-ef16c23a992b 10.435599958866469  0.7519859983682703  0.0                       25873.461752635714   0.0                    0.0                    0.0                        0.0                             0.0                               6b48a294-510c-45fd-a550-23c172396ec4 23742d52-dd90-4f7b-9151-7edd55267221 2                2.972065458480805e-12  1.866672534021056e-33    10.435599958866469    25873.461752635714     0.7519859983682703    0.0                         2                  31.058862299249316    25995.39310182915      0.7808196836945646    0.0                         2                  2655.036548584373      0.005922932300040063   25964.728123579465       1.0                            3.409943103108263          0.011000000000000001       3.5536021890351253e+34           0                         0.0                       
23d4f8db-13f9-4e9b-bd7d-33da8abeb886 21.003311930265635  0.20254523535450875 2.1298640745499235        19744.195699608834   0.0                    0.0                    0.0                        0.0                             0.0                               d0e6296a-e89c-4811-9766-81f6c2eca815 ea0de33d-e640-497b-b474-4b0c467ab50a 1                3.2375875770734375e-11 2.2642711648307922e-32   21.003311930265635    19744.195699608834     0.20254523535450875   2.1298640745499235          1                  10.532271467988695    19834.85126968224      0.7738290898116722    0.0                         2                  493.05871980051995     0.032845213454828014   19774.472896705218       1.0                            4.630818296386896          0.011000000000000001       8.092818347625739e+31            0                         0.0                       
6f52ca45-82a2-4d87-b452-dac88496b2cc 38.07143466483351   0.2209957307351369  2.9953000000000003        38090.54489539205    0.0                    0.0                    0.0                        0.0                             0.0                               f1b2f894-b1e7-482b-ad8c-14fea6ae8e0a c1266491-7c64-4c7c-af21-21d7327fb588 1                2.8550324955326228e-11 4.389843265653691e-32    38.07143466483351     38090.54489539205      0.2209957307351369    2.9953000000000003          1                  15.572167419524298    38267.64201001904      0.17273364947619937   1.4479203189405359          1                  640.046181332708       0.045875978582237825   38141.954305113446       1.0                            1.4968826453733832         0.011000000000000001       5.007075229220088e+31            0                         0.0                       
1746c34d-3d2a-432e-9efc-76d2253c91c4 10.960991490793548  0.8627842763283828  0.0                       20625.13447086986    0.0                    0.0                    0.0                        0.0                             0.0                               ca302106-351f-4291-859a-ffdfb5b8e2b8 5d597fd5-3b09-4eca-8c8f-67c44d19136c 3                3.002371445593412e-10  5.557780802727759e-31    10.960991490793548    20625.13447086986      0.8627842763283828    0.0                         3                  44.47927956019697     20706.91408015907      0.12528466422053186   2.1942121585711676          1                  134.8170660040214      0.26423879424977964    20690.7455877519         1.0                            2.2953037821290665         0.011000000000000001       7.516182974332602e+28            0                         0.0                       
215e5ef9-54a4-4945-b4b0-388754d39b31 11.951282687516638  0.13487953997917015 0.14106263988590212       23165.084267260067   0.0                    0.0                    0.0                        0.0                             0.0                               a99bd454-ee64-49db-9fc1-1bccf061874a b32f2f00-4c28-4295-b483-2b3a3cde83c2 1                2.0229150403892192e-10 1.3246247215784964e-31   11.951282687516638    23165.084267260067     0.13487953997917015   0.14106263988590212         1                  11.582677723177992    23239.860828151595     0.18644408176643512   2.7303824131542096          1                  131.83355026356898     0.3699558815513114     23201.886946917017       1.0                            2.1101411662246607         0.011000000000000001       3.743442975710307e+29            0                         0.0                       
1582ee23-64fd-45e7-bd2f-307eec9c46c6 10.564006529257806  0.21674794952931603 1.3751192373120948        12868.546377963876   0.0                    0.0                    0.0                        0.0                             0.0                               a460e9a8-6a9c-462b-b457-2bcaa4cd7e92 5ddf2fa9-7171-491c-8581-dd130cc3bad9 1                6.342152050581906e-10  9.534560987929856e-31    10.564006529257806    12868.546377963876     0.21674794952931603   1.3751192373120948          1                  29.756103887404347    12933.906040200747     0.7057699669006434    0.0                         2                  73.64255393692916      0.24846760367691817    12916.781585642333       1.0                            1.0918120764626558         0.011000000000000001       1.5018718093166433e+28           0                         0.0                       
e34b74d0-1990-48bc-86c3-7bedf5361c00 17.4214995866619    0.03191116421202032 1.071712294898944         43837.83804677165    0.0                    0.0                    0.0                        0.0                             0.0                               1fc7231a-ee39-46c5-98ee-606e6c37a2c8 9df070cd-2913-4957-8783-50124bf65530 1                4.2273451028210636e-10 9.904682637874006e-31    17.4214995866619      43837.83804677165      0.03191116421202032   1.071712294898944           1                  32.255209004998925    43914.625203218275     0.06540472823795719   0.8964903426497866          1                  103.46302518749869     0.20203704984552073    43887.696136212406       1.0                            0.7230202880302317         0.011000000000000001       3.034302125121843e+28            0                         0.0                       
ce730c66-7882-4d5f-a970-b05b5d05aef4 27.326892567728795  0.691516376958179   0.0                       16629.601258471856   0.0                    0.0                    0.0                        0.0                             0.0                               50607189-d2b4-4fd3-b0ba-8de8a026981b e927c1da-7a30-4125-a613-4d6489d9bdb3 2                1.3434769707169964e-09 4.19910241653608e-30     27.326892567728795    16629.601258471856     0.691516376958179     0.0                         2                  22.672048954802328    16687.529053379934     0.8290336047932838    0.0                         3                  47.96739752178212      0.5375690903742801     16655.868650580705       1.0                            0.8770133464169787         0.011000000000000001       2.6074057405848938e+26           0                         0.0                       
9bcd77f5-0ca5-434a-8fbb-41c681e393a8 49.25314789390394   0.08718659546529184 2.8696600000000005        23811.680555860843   0.0                    0.0                    0.0                        0.0                             0.0                               99dfb760-9b56-4dbc-aab5-31007c957d29 4ce6d5a7-4cde-48bd-ac63-2b2b068241dc 1                2.5701637541065866e-09 8.070046294515406e-30    49.25314789390394     23811.680555860843     0.08718659546529184   2.8696600000000005          1                  12.145445827669219    23852.184725486528     0.11943715695607926   0.17846016039684498         1                  33.331765322545856     0.02502307878973484    23819.692810998386       1.0                            0.32860167776228455        0.011000000000000001       3.219796768540561e+26            0                         0.0                       
b465ea1d-4b0d-47c9-a6a6-d0ace13916f0 17.024213127959516  0.09961272523164162 0.6887291204070854        26135.069835237126   0.0                    0.0                    0.0                        0.0                             0.0                               a95e9df7-6e63-4e68-ac68-72a566fc0dbb 6e952267-5851-441d-8d22-ab8a1f5ba774 1                7.638468574887586e-08  7.2789272561578215e-28   17.024213127959516    26135.069835237126     0.09961272523164162   0.6887291204070854          1                  67.37074854870231     26225.284444042965     0.06694333972786716   2.465598127825286           1                  3.862608392326957      0.36445480960497084    26207.086287458093       1.0                            0.10805702908741854        0.011000000000000001       9.522400371636271e+21            0                         0.0                       
04167702-f4d4-4ec5-845f-b7d85d8a0a81 52.53109030283236   0.9188199883759125  0.0                       11109.928840982619   0.0                    0.0                    0.0                        0.0                             0.0                               e1e220ba-43aa-4e92-9f2a-dd7b8e9d4f5f ef3dfd21-e796-41a8-8b0f-9556f201e426 4                1.2919888954115421e-09 3.7385811709955315e-30   52.53109030283236     11109.928840982619     0.9188199883759125    0.0                         4                  11.96381939115644     11165.774704836853     0.8453731115508708    0.0                         3                  53.59389604540481      0.703445552453319      11120.288260540925       1.0                            0.2421881738710049         0.011000000000000001       6.901666227151576e+25            0                         0.0                       
1b419604-5040-4f60-96bd-9cf0854919c9 13.021070909867655  0.5823343241238729  0.0                       10336.576544679103   0.0                    0.0                    0.0                        0.0                             0.0                               7c0931c9-8289-45df-9acd-bf14777bd3e7 05b42525-ccd4-4b27-95aa-e25b69bc2cbe 2                1.1371492806873222e-09 1.775698286782953e-30    13.021070909867655    10336.576544679103     0.5823343241238729    0.0                         2                  21.62941250086032     10384.91267892384      0.6781002910856974    0.0                         2                  47.43921374623027      0.6706194477819513     10366.748769807504       1.0                            0.39478544806289273        0.011000000000000001       2.5229416295347216e+26           0                         0.0                       
e0477cbc-6215-4378-865b-6009c7c9fe36 32.78909930649327   0.03754939383681592 1.3171335339059946        13246.224677857103   0.0                    0.0                    0.0                        0.0                             0.0                               03b97fbb-5b9d-4064-a6e0-fae5c4926031 7d20ca05-fe3e-4dc3-9eb7-eb1b3a937c58 1                1.2168421256756628e-09 2.484706768726947e-30    32.78909930649327     13246.224677857103     0.03754939383681592   1.3171335339059946          1                  12.10735496267452     13295.658845682638     0.1525271566311692    0.552255359704316           1                  49.43416782553504      0.69082116856506       13259.555730985705       1.0                            0.0                        0.01                       0.0                              0                         0.0                       
dc890722-cc00-4d65-99a3-0c2ddf92a621 12.974538108090735  0.6283139622857553  0.0                       18541.98538512458    0.0                    0.0                    0.0                        0.0                             0.0                               c07fec90-c578-405c-b854-d4fe7a94844e f7715bfc-d487-4d15-be45-d4f5c6c66a9e 2                4.5333776990256417e-10 7.292308947798257e-31    12.974538108090735    18541.98538512458      0.6283139622857553    0.0                         2                  27.43582823726359     18634.170831676634     0.13570513702700984   2.0413474836734027          1                  92.18544655205551      0.9442773402058602     18604.572891903477       1.0                            0.0                        0.01                       0.0                              0                         0.0                       
