unique_id::uuid.UUID                 mass::numpy.float64 spin::numpy.float64    spin_angle::numpy.float64 orb_a::numpy.float64 orb_inc::numpy.float64 orb_ecc::numpy.float64 orb_ang_mom::numpy.float64 orb_arg_periapse::numpy.float64 migration_velocity::numpy.float64 parent_unique_id_1::uuid.UUID        parent_unique_id_2::uuid.UUID        gen::numpy.int64 gw_freq::numpy.float64 gw_strain::numpy.float64 
c67c06bc-9c5d-43f0-aed6-28f303bc6dbd 18.77434307773643   0.037358799337294205   3.068237890262074         41558.30468230468    -0.031995478763988124  0.042838068679183244   1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
2fd0ea3d-a06d-4bb2-9401-c1f3b5fd1ebf 33.23212888636252   0.049026352977825816   0.6446034327559957        1120.7669580707752   0.014684543381852525   0.01                   1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
e6f53d1d-7bd0-46d6-88f9-906968bf0a5d 11.553966619122967  0.1664695812757032     1.4234190372156414        18398.200929843133   0.034715204794173046   0.12640954482477257    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
8143acaf-7828-49df-9b5e-11cc7cd6fbbc 14.333392483270018  0.12548471941351894    1.1462249891576273        43359.84027384027    -0.04177700127222135   0.07640829076581766    1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
e98d26ce-b7ad-4217-b641-be9697fb81da 11.296771132047782  0.07129690247503867    1.902003226746073         19509.20737614538    0.015337976824035694   0.03325001100507134    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
4af62219-c6b4-43bb-a5bb-4c9feb7eaa26 15.265884237136891  0.09254924091745247    2.865410579375094         19327.8823994708     -0.03723040950419541   0.12891833222057425    1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
9927f5d2-b634-40c1-bd76-b74af277a202 18.18896886695497   0.04101298858980439    2.091089207519179         26650.77881937882    -0.02622418614598434   0.2081068693841159     1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
c3aa0fed-8cce-4007-bce2-c2a7ee769bc4 26.761415414225905  0.05030733145742233    2.6721115555832324        23085.166948513386   0.016953387285216507   0.017995233110815047   1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
c51ed473-0bdc-41ca-9bc0-361c5eb79063 20.89232678775914   0.039428509885220904   2.0982598572233404        47383.561393561395   0.013765556743046057   0.17316716307123642    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
5ae25e78-6110-496a-aee2-7d895576dd89 17.56673181697139   0.10324224077897601    2.5662101257272876        36639.390103390106   -0.04097683708234494   0.013692291274404971   1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
788673fd-aca4-4b6f-bf54-cb25679f01f5 10.501498308184445  0.0005710348876088928  0.5091522577657932        11716.981436783444   0.010110606126974273   0.03159257487431548    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
3fb74338-1d01-4d1e-8bf4-f417fd5a1443 10.416815731451445  0.056911697025918626   0.44687171254102453       27774.53025789681    0.027132575022396632   0.1                    1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
9c146323-244f-415a-b91f-8bf050966b02 14.841677865267366  0.013157117734093544   1.0654308457903772        34972.13853013853    -0.02833650901675656   0.018058880633821075   1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
d4792053-30d0-4288-9e08-ba680a2cf601 19.300076571139712  0.14057782063681346    2.035358061086454         42544.287336287336   -0.0029223600289581446 0.24218785639050436    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
291b6952-4967-48d5-9130-489eb7ab7a18 35.73710331817927   0.07153409386959833    1.9732878573678039        18516.385483248258   -0.011752536865339908  0.1                    1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
035a461c-0507-40af-89a0-85a697f8bd00 14.839260730132157  0.2037555124726788     0.7224640439042975        39189.5365995366     0.03976128482975238    0.041972425004677016   1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
be268e48-ba78-4494-9487-71016a608820 10.535977240198983  0.11303525978141661    1.4794430945171815        37975.581077581075   -0.032223955329391284  0.10526609223321108    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
fa7959d6-c8b9-4511-a77c-ba49be7fb61d 10.351090694247546  0.13986078890292694    1.2522389660212088        12650.1440623447     -0.010899383332042286  0.03972693608998001    1.0                        1.5707963267948966              0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
bd30c91f-e9cc-4bc6-a9e4-df574ee93efa 36.05031667615911   0.08165443259371652    2.7975768129267955        38580.80753984754    -0.039718728688065134  0.03028113031261897    1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
85d1925d-f956-4478-9f10-e567cd8ddf83 20.741895129614946  0.11909757299493332    2.27419206645362          24228.57037172558    0.001242114206271685   0.022745941500976193   1.0                        0.0                             0.0                               00000000-0000-0000-0000-000000000000 00000000-0000-0000-0000-000000000000 1                -1.0                   -1.0                    
